"slc","ppe","egdd","esm","efm","eff","moistureDeduction","temperatureDeduction","basicClimateRating","springMoisture","fallMoisture","fallFrost","points","class"
408014,-152,1570,15.3,36.4,0,0.399999999999999,3,97,6.53,3.64,0,87.1351,"1"
504010,-118.5,1740,59.3,21.6,0,0,0,106.3,10,2.16,0,93.37392,"1"
583016,-193.5,1191,-13.4,2.8,0,8.7,40.9,59.1,3.66,0.28,0,56.77146,"3H"
956020,-289.9,1731,25.6,-20.4,0,27.98,0,72.02,7.56,0,0,66.575288,"2A"
873002,-132.3,676,7.2,39.4,0,0,81.2,18.8,5.72,3.94,0,16.98392,"6H"
403003,-184.9,1265,10.9,34.7,0,6.98,33.5,66.5,6.09,3.47,0,60.1426,"2H"
999009,-20,408,47.2,39.2,0,0,94.6,5.40000000000001,9.72,3.92,0,4.66344,"7H"
413015,-247.1,1780,6.7,3.6,0,19.42,0,80.58,5.67,0.36,0,75.721026,"2A"
709015,-237.7,1460,-9.9,0.2,0,17.54,14,82.46,4.01,0.02,0,79.136862,"2A"
907002,-157.2,519,2.1,37.5,0,1.44,89.05,10.95,5.21,3.75,0,9.96888,"7H"
278016,-141.3,881,14.7,43.8,0,0,70.95,29.05,6.47,4.38,0,25.898075,"5H"
413017,-247.7,1915,10.4,3.3,0,19.54,0,80.46,6.04,0.33,0,75.334698,"2A"
401054,-110.3,1233,14.5,59.9,0,0,36.7,63.3,6.45,5.99,0,55.42548,"3H"
709017,-262.3,1498,-13.5,-11.2,0,22.46,10.2,77.54,3.65,0,0,74.70979,"2A"
972006,-178.6,766,-3.5,16.9,0,5.72,76.7,23.3,4.65,1.69,0,21.82278,"5H"
830020,-325.6,1678,-23.6,-40.5,0,35.12,0,64.88,2.64,0,0,63.167168,"2A"
640001,-197.1,1302,-5.8,23.5,0,9.42,29.8,70.2,4.42,2.35,0,65.44746,"2H"
540036,-124.7,1812,34.5,34.7,0,0,0,105.06,8.45,3.47,0,92.536848,"1"
342003,-179.6,1109,3.5,36.1,0,5.92,49.1,50.9,5.35,3.61,0,46.33936,"3H"
803001,-334.6,1535,-27.4,-35.9,0,36.92,6.5,63.08,2.26,0,0,61.654392,"2A"
107004,26.5,146,17.8,36.8,0,0,107.7,-7.7,6.78,3.68,0,-6.89458,"7H"
293013,35.3,613,43.4,83,0,0,84.35,15.65,9.34,8.3,0,12.88934,"6H"
437007,-36.1,1140,36.3,67,0,0,46,54,8.63,6.7,0,45.7218,"3H"
654001,-186.7,1201,-0.9,23.9,0,7.34,39.9,60.1,4.91,2.39,0,55.7127,"3H"
239001,-287.2,1350,-6.2,11.4,0,27.44,25,72.56,4.38,1.14,0,68.554688,"2AH"
238004,-277.8,1347,-6.7,11.9,0,25.56,25.3,74.44,4.33,1.19,0,70.330912,"2AH"
945044,-101.2,839,57.3,69.8,0,0,73.05,26.95,10,6.98,0,22.37389,"5H"
618036,-72,1089,-12.2,16,0,0,51.1,48.9,3.78,1.6,0,46.26918,"3H"
425042,-242,2012,10.1,3.3,0,18.4,0,81.6,6.01,0.33,0,76.42656,"2A"
484003,-76,1385,45.3,36.4,0,0,21.5,78.5,9.53,3.64,0,68.16155,"2H"
961041,-145.6,789,5.2,54.2,0,0,75.55,24.45,5.52,5.42,0,21.77517,"5H"
618022,-105.8,886,-1.4,27.7,0,0,70.7,29.3,4.86,2.77,0,27.06441,"5H"
591045,-184,1136,-16.5,6.6,0,6.8,46.4,53.6,3.35,0.66,0,51.45064,"3H"
966022,-150.1,693,-1.4,21.9,0,0.0199999999999996,80.35,19.65,4.86,2.19,0,18.264675,"6H"
777001,-281.9,1424,-24.5,-24.7,0,26.38,17.6,73.62,2.55,0,0,71.74269,"2AH"
831002,-320.4,1668,-21.8,-37.9,0,34.08,0,65.92,2.82,0,0,64.061056,"2A"
433008,2.2,965,36.7,79.9,0,0,63.5,36.5,8.67,7.99,0,30.4191,"4H"
717015,-246.4,1485,-9.4,0.2,0,19.28,11.5,80.72,4.06,0.02,0,77.426624,"2A"
968002,-60.7,741,4.1,29.1,0,0,77.95,22.05,5.41,2.91,0,20.21544,"5H"
797003,-291.4,1458,-11.6,-32.2,0,28.28,14.2,71.72,3.84,0,0,68.965952,"2A"
693009,-255.1,1438,-10.5,-3.3,0,21.02,16.2,78.98,3.95,0,0,75.86029,"2AH"
914007,-98.4,487,10.3,58.3,0,0,90.65,9.34999999999999,6.03,5.83,0,8.24108999999999,"7H"
491006,-49.8,1283,56.2,36,0,0,31.7,68.3,10,3.6,0,59.0112,"3H"
492003,-64.8,1321,53.9,34.8,0,0,27.9,72.1,10,3.48,0,62.38092,"2H"
610006,-163.4,1212,-19.7,7.9,0,2.68,38.8,61.2,3.03,0.79,0,58.86216,"3H"
587005,-257.1,1377,-19.9,1.3,0,21.42,22.3,77.7,3.01,0.13,0,75.26022,"2AH"
434004,10,890,52,77.1,0,0,70.5,29.5,10,7.71,0,24.27555,"5H"
970004,-103.6,793,5.8,32.7,0,0,75.35,24.65,5.58,3.27,0,22.468475,"5H"
957012,-301.9,1853,20,-23.7,0,30.38,0,69.62,7,0,0,64.7466,"2A"
242008,-292.9,1283,-2.2,10,0,28.58,31.7,68.3,4.78,1,0,64.35226,"2AH"
940002,-103.6,842,30,97.2,0,0,72.9,27.1,8,9.72,0,22.29788,"5H"
678010,-184.3,1332,-20.9,-3,0,6.86,26.8,73.2,2.91,0,0,71.06988,"2H"
881001,-240.9,975,-14.9,14.7,0,18.18,62.5,37.5,3.51,1.47,0,35.6325,"4AH"
242003,-290.8,1331,-4.5,6,0,28.16,26.9,71.84,4.55,0.6,0,68.14024,"2AH"
372067,-118.6,1499,5.6,43.6,0,0,10.1,89.9,5.56,4.36,0,80.98192,"1"
952001,77,1263,144.9,114.5,0,0,33.7,66.3,10,10,0,53.04,"3H"
401110,-121.1,1340,16.4,51,0,0,26,74,6.64,5.1,0,65.3124,"2H"
781006,-312.6,1516,-38.1,-33,0,32.52,8.40000000000001,67.48,1.19,0,0,66.676988,"2A"
1017002,-39.5,529,58.4,24.1,0,0,88.55,11.45,10,2.41,0,10.029055,"6H"
982003,-240.1,1066,-16.5,2,0,18.02,53.4,46.6,3.35,0.2,0,44.9457,"4AH"
177001,-80.5,433,12.6,30.9,0,0,93.35,6.65000000000001,6.26,3.09,0,6.02822500000001,"7H"
914002,-126.7,511,7.6,54.3,0,0,89.45,10.55,5.76,5.43,0,9.369455,"7H"
678002,-192.6,1328,-17.2,4.6,0,8.52,27.2,72.8,3.28,0.46,0,70.07728,"2H"
286009,-91.5,831,21,73.1,0,0,73.45,26.55,7.1,7.31,0,22.724145,"5H"
352003,-161.3,1095,2.3,41.1,0,2.26000000000001,50.5,49.5,5.23,4.11,0,44.8767,"4H"
263017,-196.6,1111,7.8,36.7,0,9.32,48.9,51.1,5.78,3.67,0,46.27105,"3H"
1002018,-91.9,464,42.6,15.6,0,0,91.8,8.2,9.26,1.56,0,7.31276,"7H"
993007,-26.3,507,29.7,46.6,0,0,89.65,10.35,7.97,4.66,0,9.04279499999999,"7H"
901014,-132.5,535,6.8,38.2,0,0,88.25,11.75,5.68,3.82,0,10.63375,"6H"
286011,-84.8,827,21.9,76.8,0,0,73.65,26.35,7.19,7.68,0,22.431755,"5H"
1023007,-105.9,757,19.9,50.8,0,0,77.15,22.85,6.99,5.08,0,20.092005,"5H"
962020,-129.1,670,7.8,37.3,0,0,81.5,18.5,5.78,3.73,0,16.74065,"6H"
352005,-153.9,1076,3.4,43,0,0.780000000000001,52.4,47.6,5.34,4.3,0,43.01136,"4H"
1012008,-355.5,1488,-21.4,-53.6,0,41.1,11.2,58.9,2.86,0,0,57.21546,"3A"
814002,-391.8,1719,-42.2,-47.2,0,48.36,0,51.64,0.779999999999999,0,0,51.237208,"3A"
897005,-267.9,910,-16.9,10,0,23.58,69,31,3.31,1,0,29.6639,"5AH"
980022,-219.6,970,-13.1,5.7,0,13.92,63,37,3.69,0.57,0,35.4238,"4H"
838016,-242.1,1196,-4.5,-17.6,0,18.42,40.4,59.6,4.55,0,0,56.8882,"3AH"
977006,-353.8,904,-34.1,-51.7,0,40.76,69.6,30.4,1.59,0,0,29.91664,"5AH"
628008,-117.7,895,-6,0.7,0,0,70.25,29.75,4.4,0.07,0,28.420175,"5H"
428039,-50.1,1047,28.1,75,0,0,55.3,44.7,7.81,7.5,0,37.85643,"4H"
1006016,-264.4,944,-10.2,-23.2,0,22.88,65.6,34.4,3.98,0,0,33.03088,"4AH"
540018,-62.2,1696,40.2,42.2,0,0,0,109.6,9.02,4.22,0,95.08896,"1"
1024022,-120.5,943,17.1,49.5,0,0,65.7,34.3,6.71,4.95,0,30.30062,"4H"
976002,-277.1,1239,-32.9,-20.7,0,25.42,36.1,63.9,1.71,0,0,62.80731,"2AH"
1030011,-101.4,955,20.8,67.9,0,0,64.5,35.5,7.08,6.79,0,30.57615,"4H"
398006,-117.5,1130,18.5,55.9,0,0,47,53,6.85,5.59,0,46.4068,"3H"
923101,-27.6,390,16.4,53.1,0,0,95.5,4.5,6.64,5.31,0,3.96225,"7H"
494001,-140.1,1680,38.7,16.9,0,0,0,101.98,8.87,1.69,0,91.210912,"1"
792004,-329.6,1690,-27.8,-36.4,0,35.92,0,64.08,2.22,0,0,62.657424,"2A"
980016,-193.8,836,-8.8,11.5,0,8.76000000000001,73.2,26.8,4.12,1.15,0,25.38764,"5H"
238005,-261.8,1290,-4.6,14.2,0,22.36,31,69,4.54,1.42,0,64.8876,"2AH"
906001,-173.6,554,-0.5,28.8,0,4.72,87.3,12.7,4.95,2.88,0,11.70559,"6H"
658021,-248.1,1375,-8.5,-4.4,0,19.62,22.5,77.5,4.15,0,0,74.28375,"2AH"
935027,-85.8,640,3.5,30.4,0,0,83,17,5.35,3.04,0,15.5737,"6H"
294021,-8.3,849,33,84.4,0,0,72.55,27.45,8.3,8.44,0,22.85487,"5H"
472018,-12.1,1182,79.5,61.5,0,0,41.8,58.2,10,6.15,0,48.8007,"3H"
933022,98.6,334,22.5,54.1,0,0,98.3,1.7,7.25,5.41,0,1.48478,"7H"
230008,-238.4,1081,5.5,21.2,0,17.68,51.9,48.1,5.55,2.12,0,44.41073,"4AH"
951003,-119.1,1162,73.3,29.4,0,0,43.8,56.2,10,2.94,0,48.92772,"3H"
265007,-89.9,577,13.9,36.6,0,0,86.15,13.85,6.39,3.66,0,12.458075,"6H"
501006,-109.4,1573,54.6,12.1,0,0,2.69999999999999,97.3,10,1.21,0,86.39267,"1"
950028,-124.4,752,59.1,18.6,0,0,77.4,22.6,10,1.86,0,19.91964,"6H"
874003,-100.4,656,17,39.3,0,0,82.2,17.8,6.7,3.93,0,15.90786,"6H"
425009,-181.3,1764,15.8,21,0,6.26000000000001,0,93.74,6.58,2.1,0,85.603368,"1"
516036,54.9,1503,90.4,35.1,0,0,9.69999999999999,90.3,10,3.51,0,78.10047,"2"
263028,-160.7,927,12.8,42.9,0,2.14,67.3,32.7,6.28,4.29,0,29.24361,"5H"
986012,-142.8,898,0.8,16.1,0,0,70.1,29.9,5.08,1.61,0,27.89969,"5H"
305007,92.2,288,48.9,76,0,0,100.6,-0.599999999999994,9.89,7.6,0,-0.495059999999995,"7H"
876007,-75,521,20.1,44.4,0,0,88.95,11.05,7.01,4.44,0,9.784775,"7H"
938026,-70.6,758,43,121,0,0,77.1,22.9,9.3,10,0,18.4803,"6H"
358019,-187.7,1387,-3.1,34.6,0,7.54,21.3,78.7,4.69,3.46,0,72.28595,"2H"
752008,-272.7,1562,-16.6,-16.9,0,24.54,3.79999999999998,75.46,3.34,0,0,72.939636,"2A"
278017,-140.8,889,14.4,44.4,0,0,70.55,29.45,6.44,4.44,0,26.24584,"5H"
678009,-182.7,1318,-20.8,-7.3,0,6.54,28.2,71.8,2.92,0,0,69.70344,"2H"
765006,-281,1741,-20.4,-30.3,0,26.2,0,73.8,2.96,0,0,71.61552,"2A"
475016,103.2,1053,106.7,84.8,0,0,54.7,45.3,10,8.48,0,36.92856,"4H"
971005,-113,632,19.1,46.6,0,0,83.4,16.6,6.91,4.66,0,14.67938,"6H"
661009,-233.9,1325,-7.7,1.2,0,16.78,27.5,72.5,4.23,0.12,0,69.34625,"2AH"
660005,-259,1352,-13.4,-8.1,0,21.8,24.8,75.2,3.66,0,0,72.44768,"2AH"
105010,163.5,0,30,57.3,0,0,115,-15,8,5.73,0,-12.9405,"7H"
371005,-206.7,1562,-7.3,13.6,0,11.34,3.79999999999998,88.66,4.27,1.36,0,83.668442,"1"
294017,17,777,35.5,90.6,0,0,76.15,23.85,8.55,9.06,0,19.650015,"6H"
234001,-136.8,836,5.8,30.9,0,0,73.2,26.8,5.58,3.09,0,24.47644,"5H"
1030009,-103.4,922,20.4,68.9,0,0,67.8,32.2,7.04,6.89,0,27.71454,"5H"
568011,-198.8,2241,37.5,3.5,0,9.76000000000001,0,90.24,8.75,0.35,0,82.02816,"1"
195001,-217,906,4.9,26.3,0,13.4,69.4,30.6,5.49,2.63,0,28.11528,"5H"
489005,-75.5,1390,45.7,34.5,0,0,21,79,9.57,3.45,0,68.7142,"2H"
485012,-87.3,1466,53.3,20.2,0,0,13.4,86.6,10,2.02,0,76.19068,"2"
219006,-217.3,1075,4.9,22.3,0,13.46,52.5,47.5,5.49,2.23,0,43.833,"4H"
573001,-232.4,1137,3.7,27.9,0,16.48,46.3,53.7,5.37,2.79,0,49.31808,"3AH"
549001,-204.7,2136,29.2,16.7,0,10.94,0,89.06,7.92,1.67,0,80.519146,"1"
1030031,-131.6,1085,16.6,56.1,0,0,51.5,48.5,6.66,5.61,0,42.54905,"4H"
933011,-41.4,592,6.9,41.4,0,0,85.4,14.6,5.69,4.14,0,13.16482,"6H"
985021,-47.5,713,54.6,48.3,0,0,79.35,20.65,10,4.83,0,17.587605,"6H"
981013,-211.9,1213,-15,20.4,0,12.38,38.7,61.3,3.5,2.04,0,57.90398,"3H"
868011,-162.7,696,6.1,30.4,0,2.54,80.2,19.8,5.61,3.04,0,18.0873,"6H"
425016,-185.6,1798,17.6,20.3,0,7.12,0,92.88,6.76,2.03,0,84.715848,"1"
270017,-72.5,663,21.5,48.9,0,0,81.85,18.15,7.15,4.89,0,15.96474,"6H"
470003,-47.5,1179,71,51.2,0,0,42.1,57.9,10,5.12,0,49.14552,"3H"
246003,-239.2,1237,-1.5,11,0,17.84,36.3,63.7,4.85,1.1,0,59.90985,"3AH"
331003,-227.9,1235,1.9,31.4,0,15.58,36.5,63.5,5.19,3.14,0,58.21045,"3AH"
726002,-223.2,1717,-15.2,-9.1,0,14.64,0,85.36,3.48,0,0,82.389472,"1"
471006,-9.8,1219,86.9,63.1,0,0,38.1,61.9,10,6.31,0,51.80411,"3H"
301007,24,543,43.6,75.1,0,0,87.85,12.15,9.36,7.51,0,10.100295,"6H"
979003,-347.4,1242,-44.3,-43,0,39.48,35.8,60.52,0.57,0,0,60.175036,"2AH"
920111,-105.9,632,2.9,29.5,0,0,83.4,16.6,5.29,2.95,0,15.23216,"6H"
728004,-231.5,1391,-20.5,-10.6,0,16.3,20.9,79.1,2.95,0,0,76.76655,"2AH"
959024,-186.6,1988,55.6,9.4,0,7.32,0,92.68,10,0.94,0,82.540808,"1"
1028009,-158.9,1049,15,41.3,0,1.78,55.1,44.9,6.5,4.13,0,40.12713,"4H"
1002002,-168.5,601,27.8,-3.3,0,3.7,84.95,15.05,7.78,0,0,13.87911,"6H"
941006,137.7,1092,109.9,136.1,0,0,50.8,49.2,10,10,0,39.36,"4H"
195006,-226.8,933,5.2,25.1,0,15.36,66.7,33.3,5.52,2.51,0,30.62601,"4AH"
461016,67.5,1177,68.8,68.7,0,0,42.3,57.7,10,6.87,0,47.96601,"3H"
1006002,-357.7,1388,-34.5,-36.4,0,41.54,21.2,58.46,1.55,0,0,57.55387,"3AH"
909001,-153.4,471,4,35.6,0,0.68,91.45,8.55,5.4,3.56,0,7.78392,"7H"
297004,-31.6,513,25.8,61,0,0,89.35,10.65,7.58,6.1,0,9.19308000000001,"7H"
263026,-242.8,1342,-2.9,25.1,0,18.56,25.8,74.2,4.71,2.51,0,68.84276,"2AH"
606002,-116.2,1057,-1.4,28.6,0,0,54.3,45.7,4.86,2.86,0,42.17196,"4H"
652005,-227.2,1306,-14.4,-0.2,0,15.44,29.4,70.6,3.56,0,0,68.08664,"2AH"
626004,-94.2,1134,-23.7,8.1,0,0,46.6,53.4,2.63,0.81,0,51.56304,"3H"
484020,-97.6,1381,41.6,30.6,0,0,21.9,78.1,9.16,3.06,0,68.55618,"2H"
438001,-46,1263,59.8,53.3,0,0,33.7,66.3,10,5.33,0,56.13621,"3H"
899001,-204.5,848,-0.5,30,0,10.9,72.6,27.4,4.95,3,0,25.2217,"5H"
682009,-257.7,1359,-17.6,-6.3,0,21.54,24.1,75.9,3.24,0,0,73.44084,"2AH"
558003,-201.2,1938,24.3,18.3,0,10.24,0,89.76,7.43,1.83,0,81.448224,"1"
695003,-255.9,1389,-18.2,-16.5,0,21.18,21.1,78.82,3.18,0,0,76.313524,"2AH"
486017,-86.1,1400,42.4,32.9,0,0,20,80,9.24,3.29,0,69.976,"2H"
662014,-251.3,1409,-9.9,2,0,20.26,19.1,79.74,4.01,0.2,0,76.382946,"2AH"
466037,-52,1196,72,50.2,0,0,40.4,59.6,10,5.02,0,50.64808,"3H"
664018,-235.8,1431,-6.1,17.2,0,17.16,16.9,82.84,4.39,1.72,0,77.778476,"2AH"
518010,-159.4,1808,50.4,15.8,0,1.88,0,98.12,10,1.58,0,86.757704,"1"
384004,-145,1230,8.5,44.1,0,0,37,63,5.85,4.41,0,56.5362,"3H"
358009,-231.2,1372,-9.5,17.3,0,16.24,22.8,77.2,4.05,1.73,0,72.73784,"2AH"
335005,-165,999,8,43.5,0,3,60.1,39.9,5.8,4.35,0,35.85015,"4H"
304003,44.1,410,42.4,72.9,0,0,94.5,5.5,9.24,7.29,0,4.59085,"7H"
12006,78.5,119,26.3,58.6,0,0,109.05,-9.05,7.63,5.86,0,-7.829155,"7H"
958008,-186.1,1881,39.2,9.5,0,7.22,0,92.78,8.92,0.95,0,83.622614,"1"
317002,45.4,378,44.1,64.9,0,0,96.1,3.90000000000001,9.41,6.49,0,3.2799,"7H"
253005,-182.9,1076,-1.8,21.1,0,6.58,52.4,47.6,4.82,2.11,0,44.30132,"4H"
1012012,-271.2,1289,4.9,-36.7,0,24.24,31.1,68.9,5.49,0,0,65.11739,"2AH"
955039,-126.6,1360,111.8,30.9,0,0,24,76,10,3.09,0,66.0516,"2H"
406012,-169.5,1367,17.6,41.8,0,3.9,23.3,76.7,6.76,4.18,0,68.30902,"2H"
922012,-104.2,482,7,56.3,0,0,90.9,9.09999999999999,5.7,5.63,0,8.06896999999999,"7H"
547009,-227.9,2053,22.9,11.5,0,15.58,0,84.42,7.29,1.15,0,77.294952,"2A"
475007,38.7,1176,82.8,68.6,0,0,42.4,57.6,10,6.86,0,47.88864,"3H"
626006,-94,1146,-24.3,7.7,0,0,45.4,54.6,2.57,0.77,0,52.77636,"3H"
978003,-316.8,1327,-41.3,-31.2,0,33.36,27.3,66.64,0.87,0,0,66.060232,"2AH"
347037,-198.5,1226,-2.9,26.7,0,9.7,37.4,62.6,4.71,2.67,0,57.98012,"3H"
474007,58.2,1177,83.2,67.2,0,0,42.3,57.7,10,6.72,0,48.05256,"3H"
586010,-255.1,1375,-23.3,-1.9,0,21.02,22.5,77.5,2.67,0,0,75.43075,"2AH"
220014,-224.9,1183,7.6,26.1,0,14.98,41.7,58.3,5.76,2.61,0,53.42029,"3H"
654012,-194.3,1207,-1.1,16.8,0,8.86,39.3,60.7,4.89,1.68,0,56.71201,"3H"
351011,-195.9,1283,-4.8,25.7,0,9.18,31.7,68.3,4.52,2.57,0,63.45753,"2H"
800007,-246.4,1350,-1.2,-18.1,0,19.28,25,75,4.88,0,0,71.34,"2AH"
187005,4.2,350,21.9,61.6,0,0,97.5,2.5,7.19,6.16,0,2.16625,"7H"
736002,-297.6,1538,-18.7,-22.6,0,29.52,6.19999999999999,70.48,3.13,0,0,68.273976,"2A"
709008,-239,1402,-7.9,-2.9,0,17.8,19.8,80.2,4.21,0,0,76.82358,"2AH"
456010,10.1,1035,56.9,64,0,0,56.5,43.5,10,6.4,0,36.366,"4H"
965015,-123.6,660,3.6,25.8,0,0,82,18,5.36,2.58,0,16.5708,"6H"
540005,-77,1667,50.4,38.9,0,0,0,106.7,10,3.89,0,91.87937,"1"
388002,-131.9,1361,5.7,42.8,0,0,23.9,76.1,5.57,4.28,0,68.60415,"2H"
574008,-255.4,1245,-0.4,23.8,0,21.08,35.5,64.5,4.96,2.38,0,59.7657,"3AH"
424007,-137.9,1716,34.6,31.4,0,0,0,102.42,8.46,3.14,0,90.53928,"1"
520001,-118.5,1705,64.9,19.3,0,0,0,106.3,10,1.93,0,93.61841,"1"
813005,-355.5,1709,-33,-38.1,0,41.1,0,58.9,1.7,0,0,57.8987,"3A"
618015,-161.5,1185,-11.6,8.7,0,2.3,41.5,58.5,3.84,0.87,0,55.74465,"3H"
789005,-332.5,1678,-30.4,-33.7,0,36.5,0,63.5,1.96,0,0,62.2554,"2A"
918011,-108.3,399,10.5,55.5,0,0,95.05,4.95,6.05,5.55,0,4.3758,"7H"
745009,-267,1492,-9.9,-13,0,23.4,10.8,76.6,4.01,0,0,73.52834,"2A"
962007,-122.2,726,9.6,54.7,0,0,78.7,21.3,5.96,5.47,0,18.86541,"6H"
750001,-185.1,1085,-8.8,-13.8,0,7.02,51.5,48.5,4.12,0,0,46.5018,"3H"
1030043,-144.7,1161,16.8,48.7,0,0,43.9,56.1,6.68,4.87,0,49.62045,"3H"
550002,-209.6,1744,27.5,32.1,0,11.92,0,88.08,7.75,3.21,0,78.426432,"2"
977004,-360.8,949,-44.1,-51.6,0,42.16,65.1,34.9,0.59,0,0,34.69409,"4AH"
964019,-229.9,1051,-15.9,5,0,15.98,54.9,45.1,3.41,0.5,0,43.33659,"4AH"
659009,-250.2,1409,-10,-3.3,0,20.04,19.1,79.96,4,0,0,76.7616,"2AH"
358013,-221.9,1379,-7.7,22.5,0,14.38,22.1,77.9,4.23,2.25,0,72.85208,"2H"
662017,-245,1383,-9.1,0.3,0,19,21.7,78.3,4.09,0.03,0,75.07404,"2AH"
395006,-127.8,1221,12.6,49.8,0,0,37.9,62.1,6.26,4.98,0,55.11996,"3H"
541050,-162.3,2107,32.8,16.3,0,2.46,0,97.54,8.28,1.63,0,87.873786,"1"
242027,-225.7,1155,-4.1,12.9,0,15.14,44.5,55.5,4.59,1.29,0,52.2366,"3AH"
344010,-181.6,1161,-0.5,39.7,0,6.32,43.9,56.1,4.95,3.97,0,51.09588,"3H"
933002,-46.1,568,7.7,43.2,0,0,86.6,13.4,5.77,4.32,0,12.04794,"6H"
946013,250.6,1340,197.5,217,0,0,26,74,10,10,0,59.2,"3H"
582006,-133,995,-4.8,12.7,0,0,60.5,39.5,4.52,1.27,0,37.21295,"4H"
393002,-121.6,1043,13.8,49.4,0,0,55.7,44.3,6.38,4.94,0,39.28524,"4H"
527009,-73.9,1570,72.7,28.1,0,0,3,97,10,2.81,0,84.5743,"1"
938042,-37.3,729,49.3,114.3,0,0,78.55,21.45,9.93,10,0,17.175015,"6H"
261018,-217.5,1075,6.1,28.4,0,13.5,52.5,47.5,5.61,2.84,0,43.48625,"4H"
869002,-203.7,868,6.8,27.3,0,10.74,71.6,28.4,5.68,2.73,0,26.01156,"5H"
181013,-53.7,477,15.4,39.6,0,0,91.15,8.84999999999999,6.54,3.96,0,7.92074999999999,"7H"
388001,-130.4,1390,5.3,43.2,0,0,21,79,5.53,4.32,0,71.2185,"2H"
938040,21.1,486,56.6,120.9,0,0,90.7,9.3,10,10,0,7.44,"7H"
714010,-224.6,1323,-4.5,3.1,0,14.92,27.7,72.3,4.55,0.31,0,68.78622,"2H"
486001,-93.8,1407,44.7,28.8,0,0,19.3,80.7,9.47,2.88,0,70.73355,"2H"
331006,-221.3,1161,3.5,32.9,0,14.26,43.9,56.1,5.35,3.29,0,51.25296,"3H"
610015,-156.3,1311,-23.4,0.6,0,1.26,28.9,71.1,2.66,0.06,0,69.16608,"2H"
296003,28,653,37.8,84.6,0,0,82.35,17.65,8.78,8.46,0,14.60714,"6H"
825017,-345.4,1559,-28.8,-41.6,0,39.08,4.09999999999999,60.92,2.12,0,0,59.628496,"3A"
401073,-97.5,1305,20.2,57.9,0,0,29.5,70.5,7.02,5.79,0,61.46895,"2H"
573005,-240.7,1170,1.9,28.3,0,18.14,43,57,5.19,2.83,0,52.4286,"3AH"
710001,-239,1331,-16.6,-5.2,0,17.8,26.9,73.1,3.34,0,0,70.65846,"2AH"
662007,-240.7,1375,-9.4,8.5,0,18.14,22.5,77.5,4.06,0.85,0,73.69475,"2AH"
542004,-250.5,1933,8.7,2.8,0,20.1,0,79.9,5.87,0.28,0,74.98615,"2A"
647013,-256.6,1362,-17.8,-3.8,0,21.32,23.8,76.2,3.22,0,0,73.74636,"2AH"
127012,-33.4,325,15.2,38.2,0,0,98.75,1.25,6.52,3.82,0,1.12075,"7H"
838010,-342.1,1453,-26.5,-40.6,0,38.42,14.7,61.58,2.35,0,0,60.13287,"2A"
551028,-193.8,1912,26.1,21.7,0,8.76000000000001,0,91.24,7.61,2.17,0,82.316728,"1"
573002,-235.2,1148,3,28.4,0,17.04,45.2,54.8,5.3,2.84,0,50.33928,"3AH"
423022,-235.7,1889,6.4,8.1,0,17.14,0,82.86,5.64,0.81,0,77.51553,"2A"
263013,-194.7,1112,8.1,35.6,0,8.94,48.8,51.2,5.81,3.56,0,46.40256,"3H"
922021,-158.6,661,-3.8,43.8,0,1.72,81.95,18.05,4.62,4.38,0,16.4255,"6H"
467008,18.4,1079,70.8,65.5,0,0,52.1,47.9,10,6.55,0,39.97255,"4H"
13018,103.1,195,42.1,73.4,0,0,105.25,-5.25,9.21,7.34,0,-4.381125,"7H"
988007,-240.3,1173,-8.2,-5.5,0,18.06,42.7,57.3,4.18,0,0,54.90486,"3AH"
540106,-42.5,1724,48.9,51.2,0,0,0,112.4,9.89,5.12,0,95.52876,"1"
918017,-207,685,-0.7,41,0,11.4,80.75,19.25,4.93,4.1,0,17.511725,"6H"
806010,-375.8,1687,-42.2,-42.7,0,45.16,0,54.84,0.779999999999999,0,0,54.412248,"3A"
351005,-191.7,1245,-3.2,27.9,0,8.34,35.5,64.5,4.68,2.79,0,59.68185,"3H"
591020,-224.5,1280,-20.4,-4.2,0,14.9,32,68,2.96,0,0,65.9872,"2H"
933020,2.6,566,10.5,41.9,0,0,86.7,13.3,6.05,4.19,0,11.93808,"6H"
916008,-85.2,366,14.8,64.3,0,0,96.7,3.3,6.48,6.43,0,2.87397,"7H"
1019005,-67,757,60.2,18.6,0,0,77.15,22.85,10,1.86,0,20.13999,"5H"
510008,-112.2,1750,71,24.4,0,0,0,107.56,10,2.44,0,94.179536,"1"
9607004,-215.5,1295,-19.1,8.3,0,13.1,30.5,69.5,3.09,0.83,0,66.7756,"2H"
584002,-158.4,1134,-14,4.6,0,1.68,46.6,53.4,3.6,0.46,0,51.23196,"3H"
991003,-297.5,1488,-2.4,-27.7,0,29.5,11.2,70.5,4.76,0,0,67.1442,"2A"
195008,-237.9,946,6.7,22.6,0,17.58,65.4,34.6,5.67,2.26,0,31.85622,"4AH"
418019,80.4,955,68.6,83.5,0,0,64.5,35.5,10,8.35,0,28.98575,"5H"
971013,-80.4,575,41.4,66.4,0,0,86.25,13.75,9.14,6.64,0,11.58025,"6H"
710009,-236.4,1303,-15,-9.7,0,17.28,29.7,70.3,3.5,0,0,67.8395,"2AH"
466029,-19.3,1098,54.7,52.6,0,0,50.2,49.8,10,5.26,0,42.20052,"4H"
