"slc","ppe","egdd","esm","efm","eff","moistureDeduction","temperatureDeduction","basicClimateRating","springMoisture","fallMoisture","fallFrost","points","class"
522010,-58,1551,76.4,42.3,0,0,4.89999999999998,95.1,10,4.23,0,81.56727,"1"
353011,-179.5,1191,-2.5,34.2,0,5.9,40.9,59.1,4.75,3.42,0,54.27153,"3H"
978006,-311,1241,-36,-31.5,0,32.2,35.9,64.1,1.4,0,0,63.2026,"2AH"
960002,-142.6,1176,61.3,17.9,0,0,42.4,57.6,10,1.79,0,50.80896,"3H"
917020,-45.5,340,23.9,80.3,0,0,98,2,7.39,8.03,0,1.6916,"7H"
625010,-99,1070,-21.3,8,0,0,53,47,2.87,0.8,0,45.2751,"3H"
190006,-23.2,558,22,70.8,0,0,87.1,12.9,7.2,7.08,0,11.05788,"6H"
944044,-95.6,829,47.1,78.9,0,0,73.55,26.45,9.71,7.89,0,21.7948,"5H"
446012,62.8,964,64.5,62.5,0,0,63.6,36.4,10,6.25,0,30.485,"4H"
257001,-196.7,871,8.5,25.6,0,9.34,71.45,28.55,5.85,2.56,0,26.148945,"5H"
546002,-174.4,1990,29.5,17,0,4.88,0,95.12,7.95,1.7,0,85.94092,"1"
678001,-179.8,1325,-21.6,0,0,5.96,27.5,72.5,2.84,0,0,70.441,"2H"
782014,-329.4,1698,-29.9,-33.3,0,35.88,0,64.12,2.01,0,0,62.831188,"2A"
989007,-212.9,886,12.6,-7.2,0,12.58,70.7,29.3,6.26,0,0,27.46582,"5H"
962010,-153.6,775,-0.4,37,0,0.719999999999999,76.25,23.75,4.96,3.7,0,21.69325,"5H"
938031,69.4,320,60.6,129.9,0,0,99,1,10,10,0,0.8,"7H"
632011,-217.3,1385,-15.2,20.2,0,13.46,21.5,78.5,3.48,2.02,0,74.1825,"2H"
702008,-266.4,1487,-11,-7.8,0,23.28,11.3,76.72,3.9,0,0,73.72792,"2A"
987005,-216,1106,-17.6,-3.4,0,13.2,49.4,50.6,3.24,0,0,48.96056,"3H"
488007,-110.8,1481,49.4,22.4,0,0,11.9,88.1,9.94,2.24,0,77.36942,"2"
748009,-240.6,1460,-9.7,-9.6,0,18.12,14,81.88,4.03,0,0,78.580236,"2A"
434002,52.2,735,53.1,89.1,0,0,78.25,21.75,10,8.91,0,17.637075,"6H"
479014,-75.7,1371,47.7,45.2,0,0,22.9,77.1,9.77,4.52,0,66.08241,"2H"
11024,125.9,118,40.2,72.4,0,0,109.1,-9.09999999999999,9.02,7.24,0,-7.62034,"7H"
127005,-9.8,221,15.1,34.8,0,0,103.95,-3.95,6.51,3.48,0,-3.555395,"7H"
284001,-1.5,593,29.1,84.1,0,0,85.35,14.65,7.91,8.41,0,12.25912,"6H"
585022,-164,1092,-14.3,11.5,0,2.8,50.8,49.2,3.57,1.15,0,46.87776,"3H"
353012,-192.9,1236,-3.9,28.5,0,8.58,36.4,63.6,4.61,2.85,0,58.85544,"3H"
541023,-149,2124,34.9,19.9,0,0,0,100.2,8.49,1.99,0,89.69904,"1"
252011,-147.9,1157,-12,15.2,0,0,44.3,55.7,3.8,1.52,0,52.73676,"3H"
905004,-253.1,802,-9.2,25.1,0,20.62,74.9,25.1,4.08,2.51,0,23.44591,"5AH"
910002,-229.7,820,-5.9,33.9,0,15.94,74,26,4.41,3.39,0,23.972,"5AH"
196006,-129.9,744,14.4,36.2,0,0,77.8,22.2,6.44,3.62,0,19.96668,"6H"
677001,-213.7,1515,-5,16.5,0,12.74,8.5,87.26,4.5,1.65,0,81.89351,"1"
727013,-196.2,1396,-23.8,-12.7,0,9.23999999999999,20.4,79.6,2.62,0,0,77.51448,"2H"
925010,-186.4,967,-7.2,30.8,0,7.28,63.3,36.7,4.28,3.08,0,33.99888,"4H"
429003,-36.5,979,30.9,75.6,0,0,62.1,37.9,8.09,7.56,0,31.96865,"4H"
296002,28.4,639,38.6,83.2,0,0,83.05,16.95,8.86,8.32,0,14.03799,"6H"
709007,-240.7,1456,-8.7,-1.6,0,18.14,14.4,81.86,4.13,0,0,78.479182,"2A"
782016,-327.8,1697,-29.6,-32.9,0,35.56,0,64.44,2.04,0,0,63.125424,"2A"
824007,-360.1,1651,-31.5,-43.1,0,42.02,0,57.98,1.85,0,0,56.90737,"3A"
916002,-72,304,15.2,62.1,0,0,99.8,0.200000000000003,6.52,6.21,0,0.174540000000002,"7H"
472032,64.6,1018,82.6,73.3,0,0,58.2,41.8,10,7.33,0,34.55606,"4H"
506003,-132.9,1730,51.1,16.2,0,0,0,103.42,10,1.62,0,91.402596,"1"
438018,-48.7,1271,58.5,53,0,0,32.9,67.1,10,5.3,0,56.8337,"3H"
244058,-241.8,1241,-12.1,6.9,0,18.36,35.9,64.1,3.79,0.69,0,61.22832,"2AH"
540049,-113.6,1782,33.8,32.8,0,0,0,107.28,8.38,3.28,0,94.771152,"1"
969021,-86,824,3.7,32.6,0,0,73.8,26.2,5.37,3.26,0,23.93894,"5H"
257008,-195.3,933,8.4,29.5,0,9.06,66.7,33.3,5.84,2.95,0,30.37293,"4H"
633021,-162.1,1222,-2.9,30.6,0,2.42,37.8,62.2,4.71,3.06,0,57.36706,"3H"
816004,-332.3,1649,-31.4,-37.8,0,36.46,0,63.54,1.86,0,0,62.358156,"2A"
401137,-130.8,1420,16.6,44.9,0,0,18,82,6.66,4.49,0,72.857,"2H"
682010,-257.5,1360,-17.7,-5.3,0,21.5,24,76,3.23,0,0,73.5452,"2AH"
940006,-152,1191,23.2,97.7,0,0.399999999999999,40.9,59.1,7.32,9.77,0,48.99981,"3H"
921002,-159.8,823,-6.7,30.4,0,1.96,73.85,26.15,4.33,3.04,0,24.222745,"5H"
511002,-24,1694,83.2,26.8,0,0,0,109.4,10,2.68,0,95.52808,"1"
540074,-126.1,1962,31.7,23.8,0,0,0,104.78,8.17,2.38,0,93.72571,"1"
393007,-132.8,1139,10.4,47.6,0,0,46.1,53.9,6.04,4.76,0,48.0788,"3H"
621003,-46.3,898,-1.6,31.9,0,0,70.1,29.9,4.84,3.19,0,27.49903,"5H"
689013,-254.3,1352,-10.3,-5.3,0,20.86,24.8,75.2,3.97,0,0,72.21456,"2AH"
206003,-169.7,788,9.3,26.5,0,3.94,75.6,24.4,5.93,2.65,0,22.30648,"5H"
982030,-258.3,1218,-22,2.8,0,21.66,38.2,61.8,2.8,0.28,0,59.89656,"3AH"
953018,-1.8,938,117.2,70.7,0,0,66.2,33.8,10,7.07,0,28.03034,"5H"
482018,-27,1526,46.2,43.1,0,0,7.40000000000001,92.6,9.62,4.31,0,79.70082,"2"
621011,-80.9,891,-6.8,17.4,0,0,70.45,29.55,4.32,1.74,0,27.75927,"5H"
638010,-112.4,1182,-8.5,24.3,0,0,41.8,58.2,4.15,2.43,0,54.37044,"3H"
261025,-223.7,1100,5.1,28.1,0,14.74,50,50,5.51,2.81,0,45.84,"3H"
1012018,-230.4,1230,18.7,-21.9,0,16.08,37,63,6.87,0,0,58.6719,"3AH"
559001,-224.2,2011,17.3,-5.6,0,14.84,0,85.16,6.73,0,0,79.428732,"2"
499007,-105.4,1636,57.9,23.4,0,0,0,103.6,10,2.34,0,90.81576,"1"
447002,55.7,714,55.6,82.1,0,0,79.3,20.7,10,8.21,0,16.93053,"6H"
650002,-128.1,1244,-8,22.7,0,0,35.6,64.4,4.2,2.27,0,60.23332,"2H"
941008,115.7,1196,118.2,128,0,0,40.4,59.6,10,10,0,47.68,"3H"
279007,-107,805,16.8,46.6,0,0,74.75,25.25,6.68,4.66,0,22.38665,"5H"
518017,-125.9,1738,58.7,25.3,0,0,0,104.82,10,2.53,0,91.686054,"1"
923048,-85.1,438,12.7,65.6,0,0,93.1,6.90000000000001,6.27,6.56,0,6.01473000000001,"7H"
540091,-112.9,2043,35.3,23,0,0,0,107.42,8.53,2.3,0,95.786414,"1"
688001,-228.2,1353,-17.9,-9,0,15.64,24.7,75.3,3.21,0,0,72.88287,"2AH"
432001,38.3,716,47.2,84.1,0,0,79.2,20.8,9.72,8.41,0,17.02896,"6H"
364021,-144,1191,8.3,42.4,0,0,40.9,59.1,5.83,4.24,0,53.14863,"3H"
385007,-151,1228,7.8,43,0,0.199999999999999,37.2,62.8,5.78,4.3,0,56.46976,"3H"
923081,-109.9,574,3.7,44.8,0,0,86.3,13.7,5.37,4.48,0,12.35055,"6H"
436002,22.2,897,57.7,78.2,0,0,70.15,29.85,10,7.82,0,24.53073,"5H"
506005,-144.7,1752,47.1,12.9,0,0,0,101.06,9.71,1.29,0,89.9434,"1"
474010,71.1,1076,89.9,76.8,0,0,52.4,47.6,10,7.68,0,39.18432,"4H"
636009,-191.6,1326,-5.6,24.6,0,8.32,27.4,72.6,4.44,2.46,0,67.5906,"2H"
993008,-8.2,446,33,48.3,0,0,92.7,7.3,8.3,4.83,0,6.34151,"7H"
557007,-210.5,2138,29.4,10.3,0,12.1,0,87.9,7.94,1.03,0,80.01537,"1"
1007002,-364.5,1747,-36.4,-34,0,42.9,0,57.1,1.36,0,0,56.32344,"3A"
660004,-250.1,1331,-13,-5.9,0,20.02,26.9,73.1,3.7,0,0,70.3953,"2AH"
374002,-135,1499,-0.8,38.7,0,0,10.1,89.9,4.92,3.87,0,81.99779,"1"
497005,-117,1668,54.8,20.5,0,0,0,106.6,10,2.05,0,93.7547,"1"
108012,32.3,161,20,44.5,0,0,106.95,-6.95,7,4.45,0,-6.154225,"7H"
484019,-79.2,1327,44.8,35.5,0,0,27.3,72.7,9.48,3.55,0,63.22719,"2H"
237004,-215.2,1020,7.5,22.6,0,13.04,58,42,5.75,2.26,0,38.6358,"4H"
978022,-286.1,1087,-27.3,-25,0,27.22,51.3,48.7,2.27,0,0,47.59451,"3AH"
1004015,-319.5,1608,-26.1,-21.3,0,33.9,0,66.1,2.39,0,0,64.52021,"2A"
248002,-236.1,1388,-12.4,10.2,0,17.22,21.2,78.8,3.76,1.02,0,75.03336,"2AH"
568003,-218.8,2198,31.6,1.1,0,13.76,0,86.24,8.16,0.11,0,79.107952,"2"
516012,25.2,1511,103,48.7,0,0,8.90000000000001,91.1,10,4.87,0,77.55343,"2"
263040,-150.4,937,12.4,44.8,0,0.0800000000000018,66.3,33.7,6.24,4.48,0,30.08736,"4H"
971012,-59.7,440,26.9,50.8,0,0,93,7,7.69,5.08,0,6.1061,"7H"
905012,-177.2,649,2,47.5,0,5.44,82.55,17.45,5.2,4.75,0,15.713725,"6H"
585016,-185,1164,-18.3,6.7,0,7,43.6,56.4,3.17,0.67,0,54.23424,"3H"
955018,-146.6,1274,88.4,23,0,0,32.6,67.4,10,2.3,0,59.1098,"3H"
244045,-236.1,1327,-19.4,-0.8,0,17.22,27.3,72.7,3.06,0,0,70.47538,"2AH"
446009,76.6,875,62.5,66.6,0,0,71.25,28.75,10,6.66,0,23.96025,"5H"
995012,-28.6,468,58.7,27.6,0,0,91.6,8.40000000000001,10,2.76,0,7.32816,"7H"
981014,-227.7,1292,-19,18.1,0,15.54,30.8,69.2,3.1,1.81,0,65.80228,"2AH"
439001,-26.4,1139,39.3,69.2,0,0,46.1,53.9,8.93,6.92,0,45.35685,"3H"
931004,-70.7,740,11.5,36.3,0,0,78,22,6.15,3.63,0,19.8484,"6H"
497013,-123.1,1670,53.9,20.7,0,0,0,105.38,10,2.07,0,92.660634,"1"
283006,-144.4,947,11.8,42.5,0,0,65.3,34.7,6.18,4.25,0,31.08079,"4H"
918038,-176.6,646,2.9,47.9,0,5.32,82.7,17.3,5.29,4.79,0,15.55616,"6H"
418013,-89.6,1599,52.2,33.5,0,0,0.0999999999999943,99.9,10,3.35,0,86.56335,"1"
800004,-256.8,1410,-5.7,-22.7,0,21.36,19,78.64,4.43,0,0,75.156248,"2AH"
569002,-200.8,2318,26.2,7.2,0,10.16,0,89.84,7.62,0.72,0,82.347344,"1"
242001,-276.7,1283,-2.4,9.4,0,25.34,31.7,68.3,4.76,0.94,0,64.4069,"2AH"
261017,-218.4,1061,6.2,28.3,0,13.68,53.9,46.1,5.62,2.83,0,42.20455,"4H"
734003,-298.3,1513,-20.7,-26.8,0,29.66,8.69999999999999,70.34,2.93,0,0,68.279038,"2A"
972009,-207.3,855,-4.1,15.1,0,11.46,72.25,27.75,4.59,1.51,0,26.05725,"5H"
581001,-179,1140,-12.5,5.2,0,5.8,46,54,3.75,0.52,0,51.6942,"3H"
961009,-135.5,809,21.9,90.9,0,0,74.55,25.45,7.19,9.09,0,21.30674,"5H"
618014,-175,1109,-15.6,6.7,0,5,49.1,50.9,3.44,0.67,0,48.80801,"3H"
522004,-55.8,1509,76.9,45.3,0,0,9.09999999999999,90.9,10,4.53,0,77.69223,"2"
468025,-46.7,1218,75.2,52.6,0,0,38.2,61.8,10,5.26,0,52.36932,"3H"
693010,-255.6,1400,-9.6,-6.7,0,21.12,20,78.88,4.04,0,0,75.693248,"2AH"
920002,-148.9,724,-0.3,44.9,0,0,78.8,21.2,4.97,4.49,0,19.19448,"6H"
580003,-235.8,1356,-13.4,14.4,0,17.16,24.4,75.6,3.66,1.44,0,71.7444,"2AH"
923015,-183.8,750,2.5,59.1,0,6.76000000000001,77.5,22.5,5.25,5.91,0,19.989,"6H"
283003,-136.5,869,16.2,40.6,0,0,71.55,28.45,6.62,4.06,0,25.41154,"5H"
967017,-199,1002,-10.2,12.6,0,9.8,59.8,40.2,3.98,1.26,0,38.09352,"4H"
948001,-6,849,88.6,86.6,0,0,72.55,27.45,10,8.66,0,22.32783,"5H"
623007,-127.6,1176,-27.8,0.5,0,0,42.4,57.6,2.22,0.05,0,56.29248,"3H"
935014,-74.6,648,2.9,31.7,0,0,82.6,17.4,5.29,3.17,0,15.92796,"6H"
838015,-328.6,1441,-24.2,-36.9,0,35.72,15.9,64.28,2.58,0,0,62.621576,"2AH"
994005,-4.8,404,55.9,47,0,0,94.8,5.2,10,4.7,0,4.4356,"7H"
489008,-60.7,1365,53.4,38.7,0,0,23.5,76.5,10,3.87,0,65.88945,"2H"
974036,-246.6,1027,-25.9,-10.6,0,19.32,57.3,42.7,2.41,0,0,41.67093,"4AH"
544004,-189.9,2023,27.5,14,0,7.98,0,92.02,7.75,1.4,0,83.60017,"1"
956003,-259.6,1838,23.7,-13.1,0,21.92,0,78.08,7.37,0,0,72.325504,"2A"
483006,-38.9,1692,42.7,39.1,0,0,0,109.2,9.27,3.91,0,94.80744,"1"
689012,-250.2,1344,-9.7,-4,0,20.04,25.6,74.4,4.03,0,0,71.40168,"2AH"
991005,-315.9,1630,-6.2,-36.3,0,33.18,0,66.82,4.38,0,0,63.893284,"2A"
421010,-55.8,1314,54,44.4,0,0,28.6,71.4,10,4.44,0,61.08984,"2H"
965030,-114.5,656,6.3,27.1,0,0,82.2,17.8,5.63,2.71,0,16.31548,"6H"
237003,-195.3,968,9.2,24.4,0,9.06,63.2,36.8,5.92,2.44,0,33.72352,"4H"
489009,-87.8,1434,51.1,30.5,0,0,16.6,83.4,10,3.05,0,72.5163,"2H"
942001,143.2,1078,111.6,137.7,0,0,52.2,47.8,10,10,0,38.24,"4H"
889007,-133.3,472,12.7,51.6,0,0,91.4,8.59999999999999,6.27,5.16,0,7.61701999999999,"7H"
935009,-64.5,607,4.5,34.3,0,0,84.65,15.35,5.45,3.43,0,13.98692,"6H"
586004,-260.4,1348,-17.4,1.6,0,22.08,25.2,74.8,3.26,0.16,0,72.24184,"2AH"
504007,-134.1,1759,54.9,18.5,0,0,0,103.18,10,1.85,0,90.95317,"1"
1027009,-134.3,957,18.4,48.7,0,0,64.3,35.7,6.84,4.87,0,31.51953,"4H"
512003,-103.8,1767,73,18.9,0,0,0,109.24,10,1.89,0,96.251364,"1"
423012,-143.1,1546,19.4,40.8,0,0,5.39999999999998,94.6,6.94,4.08,0,84.17508,"1"
712003,-220.7,1324,-4.3,6.4,0,14.14,27.6,72.4,4.57,0.64,0,68.62796,"2H"
507038,-82.1,1622,63.3,29.3,0,0,0,102.2,10,2.93,0,88.98554,"1"
393003,-131.3,1075,11.9,45.7,0,0,52.5,47.5,6.19,4.57,0,42.389,"4H"
176004,-88.5,465,12.7,31.6,0,0,91.75,8.25,6.27,3.16,0,7.472025,"7H"
825001,-329.9,1655,-30.3,-37.2,0,35.98,0,64.02,1.97,0,0,62.758806,"2A"
657012,-248.5,1337,-12.6,-3,0,19.7,26.3,73.7,3.74,0,0,70.94362,"2AH"
1014001,-217.5,1084,9.2,8,0,13.5,51.6,48.4,5.92,0.8,0,45.14752,"3H"
401033,-160.9,1313,11.1,44.3,0,2.18,28.7,71.3,6.11,4.43,0,63.78498,"2H"
970021,-127.6,878,3.7,32.3,0,0,71.1,28.9,5.37,3.23,0,26.4146,"5H"
197002,-161.7,844,10.4,31.2,0,2.34,72.8,27.2,6.04,3.12,0,24.70848,"5H"
487001,-101.3,1404,40.6,29.2,0,0,19.6,80.4,9.06,2.92,0,70.76808,"2H"
263014,-201.2,1110,7.2,36.9,0,10.24,49,51,5.72,3.69,0,46.2009,"3H"
940012,-61.8,809,43.2,105.5,0,0,74.55,25.45,9.32,10,0,20.53306,"5H"
540006,-77.4,1708,52,39.2,0,0,0,110.8,10,3.92,0,95.37664,"1"
915007,-58.8,259,15.3,59.2,0,0,102.05,-2.05,6.53,5.92,0,-1.794775,"7H"
1007003,-383.5,1772,-41.4,-39.3,0,46.7,0,53.3,0.86,0,0,52.84162,"3A"
364020,-138.6,1167,9.3,45.8,0,0,43.3,56.7,5.93,4.58,0,50.74083,"3H"
988006,-144.7,844,16.9,16.1,0,0,72.8,27.2,6.69,1.61,0,24.9424,"5H"
920088,-58.7,475,9.8,46.5,0,0,91.25,8.75,5.98,4.65,0,7.819875,"7H"
482005,-47.6,1435,53.8,45.2,0,0,16.5,83.5,10,4.52,0,71.3758,"2H"
486027,-90.9,1484,42.3,31.8,0,0,11.6,88.4,9.23,3.18,0,77.42956,"2"
618039,-96.8,1030,-14.1,12.1,0,0,57,43,3.59,1.21,0,40.936,"4H"
658020,-248.1,1375,-8.5,-4.4,0,19.62,22.5,77.5,4.15,0,0,74.28375,"2AH"
747002,-255.8,1486,-10.9,-9.9,0,21.16,11.4,78.84,3.91,0,0,75.757356,"2A"
777002,-307.4,1450,-28.5,-30.9,0,31.48,15,68.52,2.15,0,0,67.04682,"2A"
755001,-301.4,1599,-23.7,-29.5,0,30.28,0.0999999999999943,69.72,2.63,0,0,67.886364,"2A"
607016,-150.4,1229,-15.1,15.8,0,0.0800000000000018,37.1,62.9,3.49,1.58,0,59.71097,"3H"
401030,-149.8,1260,11.6,46.2,0,0,34,66,6.16,4.62,0,58.8852,"3H"
931003,-117.4,824,4,31.3,0,0,73.8,26.2,5.4,3.13,0,23.96514,"5H"
501011,-137.4,1618,47.1,6.1,0,0,0,101.8,9.71,0.61,0,91.29424,"1"
983004,-166.3,424,13.3,-2.5,0,3.26000000000001,93.8,6.2,6.33,0,0,5.80754,"7H"
635002,-177.8,1285,-7.5,27.5,0,5.56,31.5,68.5,4.25,2.75,0,63.705,"2H"
798006,-257.5,1394,-28.1,-24.7,0,21.5,20.6,78.5,2.19,0,0,76.78085,"2AH"
11021,116.7,120,37.6,69.9,0,0,109,-9,8.76,6.99,0,-7.5825,"7H"
425022,-160.4,1807,27.7,25.9,0,2.08,0,97.92,7.77,2.59,0,87.775488,"1"
955006,-112.8,1559,78.1,37,0,0,4.09999999999999,95.9,10,3.7,0,82.7617,"1"
933032,30.5,424,18.2,44.8,0,0,93.8,6.2,6.82,4.48,0,5.4994,"7H"
920113,-154,756,-3.8,22.1,0,0.800000000000001,77.2,22.8,4.62,2.21,0,21.24276,"5H"
540059,-139.3,1883,30.9,27.2,0,0,0,102.14,8.09,2.72,0,91.098666,"1"
672009,-245.8,1439,-9.7,4.6,0,19.16,16.1,80.84,4.03,0.46,0,77.210284,"2AH"
920110,-203.8,956,-14.5,11,0,10.76,64.4,35.6,3.55,1.1,0,33.9446,"4H"
470009,-37.9,1180,67.2,52.6,0,0,42,58,10,5.26,0,49.1492,"3H"
662006,-242.6,1376,-9.2,4.2,0,18.52,22.4,77.6,4.08,0.42,0,74.108,"2AH"
544010,-210,2066,23.7,10.6,0,12,0,88,7.37,1.06,0,80.5816,"1"
922014,-149.5,618,-1,47.1,0,0,84.1,15.9,4.9,4.71,0,14.37201,"6H"
698005,-274.2,1464,-11.5,-11.6,0,24.84,13.6,75.16,3.85,0,0,72.26634,"2A"
920068,-108.1,580,3.2,42.7,0,0,86,14,5.32,4.27,0,12.6574,"6H"
915014,-84.6,334,16.2,62.9,0,0,98.3,1.7,6.62,6.29,0,1.48053,"7H"
544012,-213.1,2064,23.3,10.1,0,12.62,0,87.38,7.33,1.01,0,80.092508,"1"
547006,-207.2,2101,26.1,13,0,11.44,0,88.56,7.61,1.3,0,80.669304,"1"
541010,-157.4,2017,31.8,19.8,0,1.48,0,98.52,8.18,1.98,0,88.510368,"1"
359003,-187,1366,-3.3,35.2,0,7.4,23.4,76.6,4.67,3.52,0,70.32646,"2H"
567004,-209.7,2145,31.7,1.5,0,11.94,0,88.06,8.17,0.15,0,80.733408,"1"
541060,-171.9,2105,31.3,15,0,4.38,0,95.62,8.13,1.5,0,86.411794,"1"
920098,-38.8,408,15.8,52.9,0,0,94.6,5.40000000000001,6.58,5.29,0,4.75902,"7H"
105003,77.3,73,21.7,45.7,0,0,111.35,-11.35,7.17,4.57,0,-10.01751,"7H"
975011,-130.1,324,10.4,4.1,0,0,98.8,1.2,6.04,0.41,0,1.1226,"7H"
809003,-344.6,1528,-35.7,-40.1,0,38.92,7.19999999999999,61.08,1.43,0,0,60.206556,"2A"
11012,109.9,111,34.8,66.6,0,0,109.45,-9.45,8.48,6.66,0,-8.01927,"7H"
609005,-172.1,1297,-13.7,24.3,0,4.42,30.3,69.7,3.63,2.43,0,65.47618,"2H"
609003,-196.7,1359,-14.5,22.4,0,9.34,24.1,75.9,3.55,2.24,0,71.50539,"2H"
923097,-124.6,632,2,38.3,0,0,83.4,16.6,5.2,3.83,0,15.10102,"6H"
353026,-202,1319,-4.2,22.6,0,10.4,28.1,71.9,4.58,2.26,0,66.98204,"2H"
276034,-98.4,761,17.6,45,0,0,76.95,23.05,6.76,4.5,0,20.45457,"5H"
551026,-186,1896,27.8,24.4,0,7.2,0,92.8,7.78,2.44,0,83.31584,"1"
870007,-155.3,725,8.5,34.3,0,1.06,78.75,21.25,5.85,3.43,0,19.278,"6H"
931006,-143.4,923,-5.8,25.4,0,0,67.7,32.3,4.42,2.54,0,30.05192,"4H"
591024,-204.4,1162,-17.4,-4.4,0,10.88,43.8,56.2,3.26,0,0,54.36788,"3H"
950037,-176.3,886,44,3.1,0,5.26000000000001,70.7,29.3,9.4,0.31,0,26.45497,"5H"
358022,-190.9,1414,-3.1,33.3,0,8.18,18.6,81.4,4.69,3.33,0,74.87172,"2H"
588005,-216.1,1254,-20.3,-2,0,13.22,34.6,65.4,2.97,0,0,63.45762,"2H"
465001,0.5,1041,66.2,63,0,0,55.9,44.1,10,6.3,0,36.9117,"4H"
750002,-172.6,1133,-12.8,-10.7,0,4.52,46.7,53.3,3.72,0,0,51.31724,"3H"
645003,-225.2,1343,-12.2,10.7,0,15.04,25.7,74.3,3.78,1.07,0,70.69645,"2AH"
315002,28.3,755,47.9,76.4,0,0,77.25,22.75,9.79,7.64,0,18.784675,"6H"
911006,-72.2,372,9,45.9,0,0,96.4,3.59999999999999,5.9,4.59,0,3.22235999999999,"7H"
527007,-95.4,1622,66.6,25.1,0,0,0,102.2,10,2.51,0,89.41478,"1"
235007,-202.6,1144,4.7,20.9,0,10.52,45.6,54.4,5.47,2.09,0,50.28736,"3H"
741006,-298,1562,-17.6,-21,0,29.6,3.79999999999998,70.4,3.24,0,0,68.11904,"2A"
1017016,-123.8,779,47.1,7.6,0,0,76.05,23.95,9.71,0.76,0,21.442435,"5H"
653010,-221.4,1279,-8.7,9.5,0,14.28,32.1,67.9,4.13,0.95,0,64.45068,"2H"
295001,24.2,622,36,82.8,0,0,83.9,16.1,8.6,8.28,0,13.38232,"6H"
738006,-258.8,1488,-22.9,-21.4,0,21.76,11.2,78.24,2.71,0,0,76.119696,"2A"
930005,-186.5,1021,-8.8,21.8,0,7.3,57.9,42.1,4.12,2.18,0,39.4477,"4H"
518015,-129.9,1729,59.6,24.3,0,0,0,104.02,10,2.43,0,91.090314,"1"
122001,19.9,190,17.5,42.8,0,0,105.5,-5.5,6.75,4.28,0,-4.89335,"7H"
463013,98.3,1148,88.5,73.7,0,0,45.2,54.8,10,7.37,0,45.28124,"3H"
765007,-267.7,1706,-17.9,-27.8,0,23.54,0,76.46,3.21,0,0,74.005634,"2A"
923001,-97.2,491,5.7,53.3,0,0,90.45,9.55,5.57,5.33,0,8.50905,"7H"
401004,-159.1,1293,14.1,48.8,0,1.82,30.7,69.3,6.41,4.88,0,61.47603,"2H"
944003,-34.3,540,38.1,85.8,0,0,88,12,8.81,8.58,0,9.9132,"7H"
1024021,-123.9,850,18.7,46.6,0,0,72.5,27.5,6.87,4.66,0,24.32925,"5H"
478017,-55.3,1264,49.2,43.4,0,0,33.6,66.4,9.92,4.34,0,56.93136,"3H"
647012,-255.4,1359,-17.5,-3.5,0,21.08,24.1,75.9,3.25,0,0,73.43325,"2AH"
923057,-25.5,312,21.3,74.3,0,0,99.4,0.599999999999994,7.13,7.43,0,0.512639999999995,"7H"
988009,-265.4,1401,-11.4,-7.2,0,23.08,19.9,76.92,3.86,0,0,73.950888,"2AH"
660007,-249.9,1330,-13,-6,0,19.98,27,73,3.7,0,0,70.299,"2AH"
783002,-307,1668,-23.1,-28.5,0,31.4,0,68.6,2.69,0,0,66.75466,"2A"
308018,52,537,50.9,76.4,0,0,88.15,11.85,10,7.64,0,9.75965999999999,"7H"
950007,-225.2,944,24.7,-8.6,0,15.04,65.6,34.4,7.47,0,0,31.83032,"4AH"
623005,-136.9,1116,-26.7,0.6,0,0,48.4,51.6,2.33,0.06,0,50.36676,"3H"
409001,-184.4,1438,11.2,33.9,0,6.88,16.2,83.8,6.12,3.39,0,75.83062,"2H"
436001,23.5,881,57.2,79.1,0,0,70.95,29.05,10,7.91,0,23.847145,"5H"
482029,-25,1538,43.8,35.6,0,0,6.19999999999999,93.8,9.38,3.56,0,81.66228,"1"
301003,18.1,509,40.2,71.9,0,0,89.55,10.45,9.02,7.19,0,8.756055,"7H"
235005,-167.9,1024,3.6,24.4,0,3.58,57.6,42.4,5.36,2.44,0,39.0928,"4H"
684002,-181.9,1297,-27.3,-10.2,0,6.38,30.3,69.7,2.27,0,0,68.11781,"2H"
965029,-183.9,824,-6.5,14.6,0,6.78,73.8,26.2,4.35,1.46,0,24.67778,"5H"
339004,-130.4,966,11.9,49.9,0,0,63.4,36.6,6.19,4.99,0,32.50812,"4H"
585012,-163.6,1114,-12.8,9.9,0,2.72,48.6,51.4,3.72,0.99,0,48.97906,"3H"
516032,34.2,1532,91,35.5,0,0,6.79999999999998,93.2,10,3.55,0,80.5714,"1"
274007,-130.5,843,16,44.4,0,0,72.85,27.15,6.6,4.44,0,24.15264,"5H"
380004,-194.8,1638,-13,0.8,0,8.96,0,91.04,3.7,0.08,0,87.598688,"1"
247009,-191.3,1180,-4.3,12.7,0,8.26000000000001,42,58,4.57,1.27,0,54.6128,"3H"
448013,117.5,579,67.4,72,0,0,86.05,13.95,10,7.2,0,11.5506,"6H"
470011,-35.3,1187,67.3,52.4,0,0,41.3,58.7,10,5.24,0,49.75412,"3H"
267005,-113.4,699,14.3,38.5,0,0,80.05,19.95,6.43,3.85,0,17.89914,"6H"
582007,-104.6,952,-1.9,17.5,0,0,64.8,35.2,4.81,1.75,0,32.89088,"4H"
951013,-46.5,1231,106.3,52.1,0,0,36.9,63.1,10,5.21,0,53.50249,"3H"
